Date,PKR,USD
2013-07-07,100.144134,1.0
2013-07-08,100.039001,1.0
2013-07-09,100.16586,1.0
2013-07-10,99.48933,1.0
2013-07-11,100.04511,1.0
2013-07-12,99.9508,1.0
2013-07-13,100.082752,1.0
2013-07-14,100.052492,1.0
2013-07-15,100.147846,1.0
2013-07-16,100.248142,1.0
2013-07-17,100.351573,1.0
2013-07-18,100.558303,1.0
2013-07-19,100.626972,1.0
2013-07-20,100.685876,1.0
2013-07-21,100.570736,1.0
2013-07-22,100.663887,1.0
2013-07-23,100.629987,1.0
2013-07-24,100.732877,1.0
2013-07-25,100.943656,1.0
2013-07-26,101.244367,1.0
2013-07-27,101.310785,1.0
2013-07-28,101.303085,1.0
2013-07-29,101.755734,1.0
2013-07-30,101.709691,1.0
2013-07-31,101.745941,1.0
2013-08-01,101.849792,1.0
2013-08-02,101.976533,1.0
2013-08-03,102.005647,1.0
2013-08-04,101.823064,1.0
2013-08-05,101.950283,1.0
2013-08-06,102.104924,1.0
2013-08-07,102.197817,1.0
2013-08-08,102.210548,1.0
2013-08-09,102.172956,1.0
2013-08-10,102.183873,1.0
2013-08-11,102.180207,1.0
2013-08-12,102.598533,1.0
2013-08-13,102.612621,1.0
2013-08-14,102.582921,1.0
2013-08-15,102.570888,1.0
2013-08-16,102.826742,1.0
2013-08-17,102.792136,1.0
2013-08-18,102.863052,1.0
2013-08-19,103.127863,1.0
2013-08-20,103.140735,1.0
2013-08-21,103.504785,1.0
2013-08-22,103.432351,1.0
2013-08-23,103.545411,1.0
2013-08-24,103.512423,1.0
2013-08-25,103.500589,1.0
2013-08-26,103.622114,1.0
2013-08-27,103.663244,1.0
2013-08-28,103.957184,1.0
2013-08-29,104.28728,1.0
2013-08-30,104.393299,1.0
2013-08-31,104.454605,1.0
2013-09-01,104.525688,1.0
2013-09-02,104.733034,1.0
2013-09-03,104.862547,1.0
2013-09-04,104.757329,1.0
2013-09-05,104.993689,1.0
2013-09-06,104.705436,1.0
2013-09-07,104.707263,1.0
2013-09-08,104.514179,1.0
2013-09-09,104.514383,1.0
2013-09-10,104.57152,1.0
2013-09-11,104.446991,1.0
2013-09-12,104.587892,1.0
2013-09-13,104.713976,1.0
2013-09-14,104.7719,1.0
2013-09-15,104.657317,1.0
2013-09-16,104.720806,1.0
2013-09-17,104.656226,1.0
2013-09-18,104.90484,1.0
2013-09-19,105.056706,1.0
2013-09-20,104.870328,1.0
2013-09-21,104.988437,1.0
2013-09-22,105.01377,1.0
2013-09-23,105.816967,1.0
2013-09-24,106.027466,1.0
2013-09-25,106.37074,1.0
2013-09-26,105.850738,1.0
2013-09-27,105.892405,1.0
2013-09-28,105.801405,1.0
2013-09-29,105.814738,1.0
2013-09-30,105.979738,1.0
2013-10-01,105.990288,1.0
2013-10-02,105.918321,1.0
2013-10-03,105.986037,1.0
2013-10-04,106.063314,1.0
2013-10-05,106.109535,1.0
2013-10-06,106.242868,1.0
2013-10-07,106.272179,1.0
2013-10-08,106.034974,1.0
2013-10-09,106.021571,1.0
2013-10-10,106.102759,1.0
2013-10-11,106.16518,1.0
2013-10-12,106.182633,1.0
2013-10-13,106.1818,1.0
2013-10-14,106.209534,1.0
2013-10-15,106.122891,1.0
2013-10-16,106.175224,1.0
2013-10-17,106.046557,1.0
2013-10-18,105.967383,1.0
2013-10-19,105.908883,1.0
2013-10-20,106.028466,1.0
2013-10-21,106.354225,1.0
2013-10-22,106.330289,1.0
2013-10-23,106.489488,1.0
2013-10-24,106.421209,1.0
2013-10-25,106.242321,1.0
2013-10-26,106.24302,1.0
2013-10-27,106.317603,1.0
2013-10-28,106.448454,1.0
2013-10-29,106.628219,1.0
2013-10-30,106.687802,1.0
2013-10-31,106.866012,1.0
2013-11-01,106.911053,1.0
2013-11-02,106.938136,1.0
2013-11-03,106.959803,1.0
2013-11-04,107.112487,1.0
2013-11-05,107.3147,1.0
2013-11-06,107.2715,1.0
2013-11-07,107.338941,1.0
2013-11-08,107.3571,1.0
2013-11-09,107.4448,1.0
2013-11-10,107.551,1.0
2013-11-11,107.446179,1.0
2013-11-12,107.41354,1.0
2013-11-13,107.387,1.0
2013-11-14,107.4741,1.0
2013-11-15,107.2546,1.0
2013-11-16,107.186101,1.0
2013-11-17,107.224,1.0
2013-11-18,107.373,1.0
2013-11-19,107.5723,1.0
2013-11-20,107.6631,1.0
2013-11-21,107.631499,1.0
2013-11-22,107.6346,1.0
2013-11-23,107.607,1.0
2013-11-24,107.487,1.0
2013-11-25,107.855999,1.0
2013-11-26,108.2134,1.0
2013-11-27,108.281699,1.0
2013-11-28,108.346279,1.0
2013-11-29,108.478181,1.0
2013-11-30,108.464481,1.0
2013-12-01,108.540179,1.0
2013-12-02,108.5325,1.0
2013-12-03,108.587101,1.0
2013-12-04,108.5313,1.0
2013-12-05,108.5418,1.0
2013-12-06,108.389841,1.0
2013-12-07,108.31484,1.0
2013-12-08,108.21284,1.0
2013-12-09,108.179,1.0
2013-12-10,107.955841,1.0
2013-12-11,107.35,1.0
2013-12-12,107.3187,1.0
2013-12-13,107.1717,1.0
2013-12-14,107.2227,1.0
2013-12-15,107.1285,1.0
2013-12-16,107.058,1.0
2013-12-17,106.8521,1.0
2013-12-18,106.767,1.0
2013-12-19,106.368801,1.0
2013-12-20,106.321999,1.0
2013-12-21,106.267299,1.0
2013-12-22,106.116,1.0
2013-12-23,106.105,1.0
2013-12-24,105.72766,1.0
2013-12-25,105.6558,1.0
2013-12-26,105.713001,1.0
2013-12-27,105.6622,1.0
2013-12-28,105.5074,1.0
2013-12-29,105.895,1.0
2013-12-30,105.834,1.0
2013-12-31,105.49328,1.0
2014-01-01,105.4124,1.0
2014-01-02,105.50166,1.0
2014-01-03,105.323899,1.0
2014-01-04,105.321,1.0
2014-01-05,105.485999,1.0
2014-01-06,105.528,1.0
2014-01-07,105.6247,1.0
2014-01-08,105.45294,1.0
2014-01-09,105.49974,1.0
2014-01-10,105.5146,1.0
2014-01-11,105.5113,1.0
2014-01-12,105.2648,1.0
2014-01-13,105.517999,1.0
2014-01-14,105.6876,1.0
2014-01-15,105.469499,1.0
2014-01-16,105.457899,1.0
2014-01-17,105.3808,1.0
2014-01-18,105.3547,1.0
2014-01-19,105.53,1.0
2014-01-20,105.40766,1.0
2014-01-21,105.544039,1.0
2014-01-22,105.449,1.0
2014-01-23,105.3577,1.0
2014-01-24,105.45594,1.0
2014-01-25,105.394241,1.0
2014-01-26,105.60734,1.0
2014-01-27,105.53434,1.0
2014-01-28,105.49926,1.0
2014-01-29,105.378201,1.0
2014-01-30,105.455299,1.0
2014-01-31,105.495399,1.0
2014-02-01,105.5539,1.0
2014-02-02,105.684,1.0
2014-02-03,105.609,1.0
2014-02-04,105.48464,1.0
2014-02-05,105.4642,1.0
2014-02-06,105.4405,1.0
2014-02-07,105.4113,1.0
2014-02-08,105.3703,1.0
2014-02-09,105.2054,1.0
2014-02-10,105.398,1.0
2014-02-11,105.35576,1.0
2014-02-12,105.2375,1.0
2014-02-13,105.0514,1.0
2014-02-14,104.876,1.0
2014-02-15,104.851699,1.0
2014-02-16,104.8635,1.0
2014-02-17,104.872999,1.0
2014-02-18,104.881301,1.0
2014-02-19,105.00444,1.0
2014-02-20,104.8679,1.0
2014-02-21,104.87934,1.0
2014-02-22,104.824739,1.0
2014-02-23,104.81934,1.0
2014-02-24,104.91434,1.0
2014-02-25,105.0037,1.0
2014-02-26,104.954401,1.0
2014-02-27,104.936501,1.0
2014-02-28,104.9727,1.0
2014-03-01,104.886801,1.0
2014-03-02,104.927,1.0
2014-03-03,104.9145,1.0
2014-03-04,104.8957,1.0
2014-03-05,104.45714,1.0
2014-03-06,104.242301,1.0
2014-03-07,103.189801,1.0
2014-03-08,102.976899,1.0
2014-03-09,102.998,1.0
2014-03-10,101.378499,1.0
2014-03-11,100.375001,1.0
2014-03-12,98.474919,1.0
2014-03-13,98.973169,1.0
2014-03-14,99.006569,1.0
2014-03-15,99.27955,1.0
2014-03-16,99.204689,1.0
2014-03-17,99.142999,1.0
2014-03-18,99.037699,1.0
2014-03-19,98.78605,1.0
2014-03-20,98.288979,1.0
2014-03-21,98.18919,1.0
2014-03-22,98.0686,1.0
2014-03-23,97.980079,1.0
2014-03-24,97.895981,1.0
2014-03-25,97.6007,1.0
2014-03-26,97.878599,1.0
2014-03-27,97.86586,1.0
2014-03-28,98.04538,1.0
2014-03-29,98.06309,1.0
2014-03-30,97.98864,1.0
2014-03-31,98.13026,1.0
2014-04-01,98.1759,1.0
2014-04-02,98.16904,1.0
2014-04-03,98.14545,1.0
2014-04-04,98.147761,1.0
2014-04-05,98.135121,1.0
2014-04-06,98.131441,1.0
2014-04-07,98.14918,1.0
2014-04-08,97.740251,1.0
2014-04-09,97.523799,1.0
2014-04-10,97.28502,1.0
2014-04-11,97.03902,1.0
2014-04-12,96.97473,1.0
2014-04-13,96.6661,1.0
2014-04-14,96.20368,1.0
2014-04-15,96.18893,1.0
2014-04-16,96.403621,1.0
2014-04-17,96.61535,1.0
2014-04-18,97.18711,1.0
2014-04-19,97.151991,1.0
2014-04-20,97.174,1.0
2014-04-21,97.41724,1.0
2014-04-22,97.63829,1.0
2014-04-23,97.61134,1.0
2014-04-24,97.963651,1.0
2014-04-25,98.084851,1.0
2014-04-26,98.08017,1.0
2014-04-27,98.11446,1.0
2014-04-28,98.15372,1.0
2014-04-29,98.35239,1.0
2014-04-30,98.545031,1.0
2014-05-01,98.64023,1.0
2014-05-02,98.70779,1.0
2014-05-03,98.7353,1.0
2014-05-04,98.81014,1.0
2014-05-05,98.829941,1.0
2014-05-06,98.70063,1.0
2014-05-07,98.37278,1.0
2014-05-08,98.59674,1.0
2014-05-09,98.512501,1.0
2014-05-10,98.615221,1.0
2014-05-11,98.623261,1.0
2014-05-12,98.553219,1.0
2014-05-13,98.671239,1.0
2014-05-14,98.680789,1.0
2014-05-15,98.6646,1.0
2014-05-16,98.357919,1.0
2014-05-17,98.32552,1.0
2014-05-18,98.37014,1.0
2014-05-19,98.60046,1.0
2014-05-20,98.747231,1.0
2014-05-21,98.7876,1.0
2014-05-22,98.806399,1.0
2014-05-23,98.82388,1.0
2014-05-24,98.84126,1.0
2014-05-25,98.81564,1.0
2014-05-26,98.8489,1.0
2014-05-27,98.73346,1.0
2014-05-28,98.73214,1.0
2014-05-29,98.718461,1.0
2014-05-30,98.717809,1.0
2014-05-31,98.714569,1.0
2014-06-01,98.719369,1.0
2014-06-02,98.5956,1.0
2014-06-03,98.64232,1.0
2014-06-04,98.51561,1.0
2014-06-05,98.519921,1.0
2014-06-06,98.48492,1.0
2014-06-07,98.43825,1.0
2014-06-08,98.48334,1.0
2014-06-09,98.57308,1.0
2014-06-10,98.56975,1.0
2014-06-11,98.58797,1.0
2014-06-12,98.445559,1.0
2014-06-13,98.444441,1.0
2014-06-14,98.425121,1.0
2014-06-15,98.429021,1.0
2014-06-16,98.64388,1.0
2014-06-17,98.45844,1.0
2014-06-18,98.37178,1.0
2014-06-19,98.359351,1.0
2014-06-20,98.330621,1.0
2014-06-21,98.362441,1.0
2014-06-22,98.37534,1.0
2014-06-23,98.51564,1.0
2014-06-24,98.57502,1.0
2014-06-25,98.70481,1.0
2014-06-26,98.69546,1.0
2014-06-27,98.654349,1.0
2014-06-28,98.688759,1.0
2014-06-29,98.70534,1.0
2014-06-30,98.75256,1.0
2014-07-01,98.62425,1.0
2014-07-02,98.59765,1.0
2014-07-03,98.58526,1.0
2014-07-04,98.655351,1.0
2014-07-05,98.690391,1.0
2014-07-06,98.664981,1.0
2014-07-07,98.771361,1.0
2014-07-08,98.801361,1.0
2014-07-09,98.738629,1.0
2014-07-10,98.66571,1.0
2014-07-11,98.64506,1.0
2014-07-12,98.66749,1.0
2014-07-13,98.6889,1.0
2014-07-14,98.75584,1.0
2014-07-15,98.76548,1.0
2014-07-16,98.783521,1.0
2014-07-17,98.78276,1.0
2014-07-18,98.784331,1.0
2014-07-19,98.66892,1.0
2014-07-20,98.66114,1.0
2014-07-21,98.79416,1.0
2014-07-22,98.793121,1.0
2014-07-23,98.77032,1.0
2014-07-24,98.72762,1.0
2014-07-25,98.71767,1.0
2014-07-26,98.72876,1.0
2014-07-27,98.70774,1.0
2014-07-28,98.7715,1.0
2014-07-29,98.81362,1.0
2014-07-30,98.734239,1.0
2014-07-31,98.755079,1.0
2014-08-01,98.74367,1.0
2014-08-02,98.74593,1.0
2014-08-03,98.75567,1.0
2014-08-04,98.802281,1.0
2014-08-05,98.82919,1.0
2014-08-06,98.835,1.0
2014-08-07,98.86118,1.0
2014-08-08,98.78493,1.0
2014-08-09,98.82992,1.0
2014-08-10,98.83058,1.0
2014-08-11,98.972321,1.0
2014-08-12,99.00672,1.0
2014-08-13,99.29726,1.0
2014-08-14,99.44986,1.0
2014-08-15,99.806159,1.0
2014-08-16,99.85893,1.0
2014-08-17,99.86635,1.0
2014-08-18,99.93794,1.0
2014-08-19,100.29386,1.0
2014-08-20,100.885399,1.0
2014-08-21,100.917489,1.0
2014-08-22,101.21665,1.0
2014-08-23,101.18581,1.0
2014-08-24,101.285,1.0
2014-08-25,101.17126,1.0
2014-08-26,101.7882,1.0
2014-08-27,101.3713,1.0
2014-08-28,101.8549,1.0
2014-08-29,101.68644,1.0
2014-08-30,101.76904,1.0
2014-08-31,101.803241,1.0
2014-09-01,102.218,1.0
2014-09-02,102.1748,1.0
2014-09-03,102.2075,1.0
2014-09-04,102.6911,1.0
2014-09-05,102.11826,1.0
2014-09-06,102.28606,1.0
2014-09-07,102.12166,1.0
2014-09-08,102.053,1.0
2014-09-09,101.876661,1.0
2014-09-10,102.13968,1.0
2014-09-11,102.1869,1.0
2014-09-12,102.325699,1.0
2014-09-13,102.328699,1.0
2014-09-14,102.287599,1.0
2014-09-15,102.78634,1.0
2014-09-16,102.6788,1.0
2014-09-17,103.0619,1.0
2014-09-18,102.58804,1.0
2014-09-19,102.752899,1.0
2014-09-20,102.601199,1.0
2014-09-21,102.852499,1.0
2014-09-22,102.76,1.0
2014-09-23,102.8084,1.0
2014-09-24,102.9312,1.0
2014-09-25,102.677299,1.0
2014-09-26,102.913141,1.0
2014-09-27,102.824341,1.0
2014-09-28,103.02834,1.0
2014-09-29,102.796999,1.0
2014-09-30,102.56154,1.0
2014-10-01,102.514601,1.0
2014-10-02,102.5695,1.0
2014-10-03,102.5089,1.0
2014-10-04,102.522101,1.0
2014-10-05,103.016,1.0
2014-10-06,102.334,1.0
2014-10-07,102.3526,1.0
2014-10-08,102.3111,1.0
2014-10-09,102.7982,1.0
2014-10-10,102.771901,1.0
2014-10-11,102.911001,1.0
2014-10-12,102.967001,1.0
2014-10-13,102.703,1.0
2014-10-14,102.881861,1.0
2014-10-15,102.279841,1.0
2014-10-16,102.691999,1.0
2014-10-17,102.696959,1.0
2014-10-18,102.810459,1.0
2014-10-19,102.874661,1.0
2014-10-20,102.86434,1.0
2014-10-21,103.082899,1.0
2014-10-22,102.91826,1.0
2014-10-23,103.01,1.0
2014-10-24,103.0214,1.0
2014-10-25,102.9995,1.0
2014-10-26,102.828501,1.0
2014-10-27,102.83466,1.0
2014-10-28,102.890041,1.0
2014-10-29,103.318061,1.0
2014-10-30,102.968341,1.0
2014-10-31,103.0916,1.0
2014-11-01,102.878,1.0
2014-11-02,102.99,1.0
2014-11-03,103.078,1.0
2014-11-04,102.7481,1.0
2014-11-05,102.743941,1.0
2014-11-06,102.7221,1.0
2014-11-07,102.329541,1.0
2014-11-08,102.438941,1.0
2014-11-09,101.75134,1.0
2014-11-10,101.663001,1.0
2014-11-11,101.528659,1.0
2014-11-12,101.7602,1.0
2014-11-13,101.5851,1.0
2014-11-14,101.70118,1.0
2014-11-15,101.67718,1.0
2014-11-16,101.24517,1.0
2014-11-17,101.8606,1.0
2014-11-18,101.60406,1.0
2014-11-19,101.6586,1.0
2014-11-20,101.56612,1.0
2014-11-21,101.6034,1.0
2014-11-22,101.5797,1.0
2014-11-23,101.6077,1.0
2014-11-24,101.556501,1.0
2014-11-25,101.744941,1.0
2014-11-26,101.554501,1.0
2014-11-27,101.695141,1.0
2014-11-28,101.7372,1.0
2014-11-29,101.8015,1.0
2014-11-30,101.914801,1.0
2014-12-01,101.917,1.0
2014-12-02,101.78196,1.0
2014-12-03,101.68804,1.0
2014-12-04,101.5804,1.0
2014-12-05,101.442901,1.0
2014-12-06,101.339701,1.0
2014-12-07,101.450601,1.0
2014-12-08,101.2926,1.0
2014-12-09,101.1517,1.0
2014-12-10,100.74471,1.0
2014-12-11,100.71296,1.0
2014-12-12,100.49961,1.0
2014-12-13,100.597951,1.0
2014-12-14,100.554601,1.0
2014-12-15,100.380361,1.0
2014-12-16,100.46394,1.0
2014-12-17,100.6366,1.0
2014-12-18,100.49952,1.0
2014-12-19,100.44081,1.0
2014-12-20,100.317,1.0
2014-12-21,100.0113,1.0
2014-12-22,100.3305,1.0
2014-12-23,100.64739,1.0
2014-12-24,100.586931,1.0
2014-12-25,100.525031,1.0
2014-12-26,100.708,1.0
2014-12-27,100.774,1.0
2014-12-28,100.762,1.0
2014-12-29,100.9835,1.0
2014-12-30,100.70492,1.0
2014-12-31,100.685,1.0
2015-01-01,101.0106,1.0
2015-01-02,101.0106,1.0
2015-01-03,100.8704,1.0
2015-01-04,100.9904,1.0
2015-01-05,100.868,1.0
2015-01-06,100.970299,1.0
2015-01-07,100.84889,1.0
2015-01-08,100.77006,1.0
2015-01-09,100.71441,1.0
2015-01-10,100.71406,1.0
2015-01-11,100.68806,1.0
2015-01-12,100.60226,1.0
2015-01-13,100.58582,1.0
2015-01-14,100.58702,1.0
2015-01-15,100.61702,1.0
2015-01-16,100.6955,1.0
2015-01-17,100.77236,1.0
2015-01-18,100.733,1.0
2015-01-19,100.686499,1.0
2015-01-20,100.71123,1.0
2015-01-21,100.68855,1.0
2015-01-22,100.772859,1.0
2015-01-23,100.79044,1.0
2015-01-24,101.0793,1.0
2015-01-25,100.6552,1.0
2015-01-26,100.8807,1.0
2015-01-27,100.840661,1.0
2015-01-28,100.904621,1.0
2015-01-29,100.95371,1.0
2015-01-30,101.1279,1.0
2015-01-31,101.0795,1.0
2015-02-01,101.058,1.0
2015-02-02,101.3628,1.0
2015-02-03,101.1281,1.0
2015-02-04,101.248501,1.0
2015-02-05,100.998271,1.0
2015-02-06,101.282001,1.0
2015-02-07,101.119381,1.0
2015-02-08,101.194001,1.0
2015-02-09,101.118461,1.0
2015-02-10,101.3237,1.0
2015-02-11,101.270701,1.0
2015-02-12,101.28646,1.0
2015-02-13,101.378861,1.0
2015-02-14,101.390461,1.0
2015-02-15,101.370761,1.0
2015-02-16,101.530001,1.0
2015-02-17,101.532401,1.0
2015-02-18,101.550101,1.0
2015-02-19,101.6316,1.0
2015-02-20,101.646201,1.0
2015-02-21,101.718501,1.0
2015-02-22,101.750501,1.0
2015-02-23,101.7005,1.0
2015-02-24,101.7179,1.0
2015-02-25,101.7903,1.0
2015-02-26,101.8783,1.0
2015-02-27,101.8374,1.0
2015-02-28,101.9813,1.0
2015-03-01,101.861,1.0
2015-03-02,101.863499,1.0
2015-03-03,101.9597,1.0
2015-03-04,101.92804,1.0
2015-03-05,101.828099,1.0
2015-03-06,101.8605,1.0
2015-03-07,101.8328,1.0
2015-03-08,101.875,1.0
2015-03-09,101.950499,1.0
2015-03-10,101.9346,1.0
2015-03-11,101.883,1.0
2015-03-12,101.809899,1.0
2015-03-13,101.7957,1.0
2015-03-14,101.7755,1.0
2015-03-15,101.784,1.0
2015-03-16,101.812,1.0
2015-03-17,101.8555,1.0
2015-03-18,101.626,1.0
2015-03-19,101.883799,1.0
2015-03-20,101.72234,1.0
2015-03-21,102.0787,1.0
2015-03-22,101.906,1.0
2015-03-23,101.9105,1.0
2015-03-24,101.8333,1.0
2015-03-25,101.9402,1.0
2015-03-26,101.975999,1.0
2015-03-27,101.8958,1.0
2015-03-28,101.9771,1.0
2015-03-29,101.857,1.0
2015-03-30,101.869,1.0
2015-03-31,101.9155,1.0
2015-04-01,101.900901,1.0
2015-04-02,101.91086,1.0
2015-04-03,101.8878,1.0
2015-04-04,101.8009,1.0
2015-04-05,101.873,1.0
2015-04-06,101.936,1.0
2015-04-07,101.717091,1.0
2015-04-08,101.79486,1.0
2015-04-09,101.947301,1.0
2015-04-10,101.977399,1.0
2015-04-11,101.987899,1.0
2015-04-12,101.861999,1.0
2015-04-13,101.862999,1.0
2015-04-14,101.6867,1.0
2015-04-15,101.6637,1.0
2015-04-16,101.5796,1.0
2015-04-17,101.54996,1.0
2015-04-18,101.5742,1.0
2015-04-19,101.6105,1.0
2015-04-20,101.66,1.0
2015-04-21,101.6327,1.0
2015-04-22,101.5733,1.0
2015-04-23,101.568299,1.0
2015-04-24,101.6642,1.0
2015-04-25,101.6575,1.0
2015-04-26,101.663,1.0
2015-04-27,101.7131,1.0
2015-04-28,101.74204,1.0
2015-04-29,101.8095,1.0
2015-04-30,101.7775,1.0
2015-05-01,101.6164,1.0
2015-05-02,101.6975,1.0
2015-05-03,101.726,1.0
2015-05-04,101.796001,1.0
2015-05-05,101.797999,1.0
2015-05-06,101.7519,1.0
2015-05-07,101.721619,1.0
2015-05-08,101.6846,1.0
2015-05-09,101.8773,1.0
2015-05-10,101.751,1.0
2015-05-11,101.798999,1.0
2015-05-12,101.7984,1.0
2015-05-13,101.7981,1.0
2015-05-14,101.8581,1.0
2015-05-15,101.92692,1.0
2015-05-16,102.0661,1.0
2015-05-17,102.015,1.0
2015-05-18,101.9255,1.0
2015-05-19,101.8019,1.0
2015-05-20,101.9765,1.0
2015-05-21,101.984399,1.0
2015-05-22,101.933701,1.0
2015-05-23,102.007401,1.0
2015-05-24,101.957001,1.0
2015-05-25,101.97,1.0
2015-05-26,102.1512,1.0
2015-05-27,101.9832,1.0
2015-05-28,101.979601,1.0
2015-05-29,101.9634,1.0
2015-05-30,101.9463,1.0
2015-05-31,101.989,1.0
2015-06-01,101.924,1.0
2015-06-02,101.9025,1.0
2015-06-03,101.8801,1.0
2015-06-04,101.753301,1.0
2015-06-05,101.7794,1.0
2015-06-06,102.0502,1.0
2015-06-07,101.9005,1.0
2015-06-08,102.0195,1.0
2015-06-09,101.9875,1.0
2015-06-10,101.7616,1.0
2015-06-11,101.826201,1.0
2015-06-12,101.818101,1.0
2015-06-13,101.821801,1.0
2015-06-14,101.802001,1.0
2015-06-15,101.7825,1.0
2015-06-16,101.741999,1.0
2015-06-17,101.7822,1.0
2015-06-18,101.8778,1.0
2015-06-19,101.5966,1.0
2015-06-20,101.7248,1.0
2015-06-21,101.6196,1.0
2015-06-22,101.786999,1.0
2015-06-23,101.7249,1.0
2015-06-24,101.8005,1.0
2015-06-25,101.7734,1.0
2015-06-26,101.7904,1.0
2015-06-27,101.8029,1.0
2015-06-28,101.887,1.0
2015-06-29,101.830999,1.0
2015-06-30,102.0055,1.0
2015-07-01,101.7929,1.0
2015-07-02,101.822799,1.0
2015-07-03,101.8728,1.0
2015-07-04,101.7807,1.0
2015-07-05,101.819,1.0
2015-07-06,101.804999,1.0
2015-07-07,101.908961,1.0
2015-07-08,101.7121,1.0
2015-07-09,101.7609,1.0
2015-07-10,101.7203,1.0
2015-07-11,101.6823,1.0
2015-07-12,101.728,1.0
2015-07-13,101.826,1.0
2015-07-14,101.8307,1.0
2015-07-15,101.933599,1.0
2015-07-16,101.8365,1.0
2015-07-17,101.9094,1.0
2015-07-18,101.8477,1.0
2015-07-19,101.817,1.0
2015-07-20,101.86534,1.0
2015-07-21,101.9147,1.0
2015-07-22,101.9317,1.0
2015-07-23,101.7896,1.0
2015-07-24,101.8401,1.0
2015-07-25,101.8347,1.0
2015-07-26,101.837,1.0
2015-07-27,101.836999,1.0
2015-07-28,101.79026,1.0
2015-07-29,101.7813,1.0
2015-07-30,101.7767,1.0
2015-07-31,101.8107,1.0
2015-08-01,101.8137,1.0
2015-08-02,101.786,1.0
2015-08-03,101.823999,1.0
2015-08-04,101.8265,1.0
2015-08-05,101.816301,1.0
2015-08-06,101.904,1.0
2015-08-07,101.8113,1.0
2015-08-08,101.8302,1.0
2015-08-09,101.834,1.0
2015-08-10,101.833001,1.0
2015-08-11,101.7908,1.0
2015-08-12,101.762499,1.0
2015-08-13,101.8443,1.0
2015-08-14,101.7802,1.0
2015-08-15,101.7529,1.0
2015-08-16,101.772,1.0
2015-08-17,101.909,1.0
2015-08-18,101.997501,1.0
2015-08-19,101.8882,1.0
2015-08-20,101.9398,1.0
2015-08-21,101.736699,1.0
2015-08-22,101.768299,1.0
2015-08-23,102.026999,1.0
2015-08-24,103.452,1.0
2015-08-25,103.6501,1.0
2015-08-26,103.7966,1.0
2015-08-27,103.868801,1.0
2015-08-28,104.19,1.0
2015-08-29,104.1378,1.0
2015-08-30,103.923,1.0
2015-08-31,104.101,1.0
2015-09-01,104.1978,1.0
2015-09-02,104.155501,1.0
2015-09-03,104.1688,1.0
2015-09-04,104.23776,1.0
2015-09-05,104.28666,1.0
2015-09-06,104.21676,1.0
2015-09-07,104.21434,1.0
2015-09-08,103.9825,1.0
2015-09-09,104.3206,1.0
2015-09-10,104.281399,1.0
2015-09-11,104.3747,1.0
2015-09-12,104.449,1.0
2015-09-13,104.43,1.0
2015-09-14,104.3953,1.0
2015-09-15,104.2832,1.0
2015-09-16,104.364,1.0
2015-09-17,104.3918,1.0
2015-09-18,104.281701,1.0
2015-09-19,104.260601,1.0
2015-09-20,104.379301,1.0
2015-09-21,104.373,1.0
2015-09-22,104.484,1.0
2015-09-23,104.4192,1.0
2015-09-24,104.4262,1.0
2015-09-25,104.4102,1.0
2015-09-26,104.4961,1.0
2015-09-27,104.402,1.0
2015-09-28,104.45808,1.0
2015-09-29,104.448001,1.0
2015-09-30,104.4175,1.0
2015-10-01,104.47112,1.0
2015-10-02,104.5212,1.0
2015-10-03,104.4364,1.0
2015-10-04,104.4717,1.0
2015-10-05,104.48,1.0
2015-10-06,104.4218,1.0
2015-10-07,104.514201,1.0
2015-10-08,104.4802,1.0
2015-10-09,104.4524,1.0
2015-10-10,104.4467,1.0
2015-10-11,104.423,1.0
2015-10-12,104.424341,1.0
2015-10-13,104.412399,1.0
2015-10-14,104.434399,1.0
2015-10-15,104.3731,1.0
2015-10-16,104.4312,1.0
2015-10-17,104.4253,1.0
2015-10-18,104.366,1.0
2015-10-19,104.426001,1.0
2015-10-20,104.381799,1.0
2015-10-21,104.414499,1.0
2015-10-22,104.438201,1.0
2015-10-23,104.455601,1.0
2015-10-24,104.470001,1.0
2015-10-25,104.444001,1.0
2015-10-26,104.481999,1.0
2015-10-27,104.8105,1.0
2015-10-28,104.987501,1.0
2015-10-29,105.337101,1.0
2015-10-30,105.5779,1.0
2015-10-31,105.5779,1.0
2015-11-01,105.444,1.0
2015-11-02,105.433001,1.0
2015-11-03,105.435001,1.0
2015-11-04,105.465701,1.0
2015-11-05,105.4863,1.0
2015-11-06,105.5498,1.0
2015-11-07,105.479,1.0
2015-11-08,105.503,1.0
2015-11-09,105.542,1.0
2015-11-10,105.6177,1.0
2015-11-11,105.41154,1.0
2015-11-12,105.145301,1.0
2015-11-13,105.184499,1.0
2015-11-14,105.242999,1.0
2015-11-15,105.298999,1.0
2015-11-16,105.450001,1.0
2015-11-17,105.471001,1.0
2015-11-18,105.4623,1.0
2015-11-19,105.4787,1.0
2015-11-20,105.45802,1.0
2015-11-21,105.48192,1.0
2015-11-22,105.55372,1.0
2015-11-23,105.472,1.0
2015-11-24,105.502799,1.0
2015-11-25,105.372499,1.0
2015-11-26,105.456299,1.0
2015-11-27,105.456,1.0
2015-11-28,105.4708,1.0
2015-11-29,105.4349,1.0
2015-11-30,105.507,1.0
2015-12-01,105.4257,1.0
2015-12-02,105.4343,1.0
2015-12-03,105.46984,1.0
